organism,ID_link,CSPA category,UP_Protein_name,UP_entry_name,CD,ENTREZ_gene_ID,ENTREZ gene symbol,protein probability,count detection in different cell types,Phobius TM predicted yes/no,# predicted TM domains,GPI,UniProt cell surface
Mouse,Q922F4,3 - unspecific,Tubulin beta-6 chain,TBB6_MOUSE,no,67951,Tubb6,1,1,0,0,0,#N/A
Mouse,Q9CR89,3 - unspecific,Endoplasmic reticulum-Golgi intermediate compartment protein 2,ERGI2_MOUSE,no,67456,Ergic2,1,7,0,0,0,#N/A
Mouse,Q9EP78,3 - unspecific,Carbohydrate sulfotransferase 7,CHST7_MOUSE,no,60322,Chst7,1,7,0,0,0,#N/A
Mouse,Q7TMM9,3 - unspecific,Tubulin beta-2A chain,TBB2A_MOUSE,no,22151,Tubb2a,0.9994,2,0,0,0,#N/A
Mouse,Q91Z92,3 - unspecific,"Beta-1,3-galactosyltransferase 6",B3GT6_MOUSE,no,117592,B3galt6,0.9979,8,0,0,0,#N/A
Mouse,Q922Q6,3 - unspecific,Abhydrolase domain-containing protein 14A,ABHEA_MOUSE,no,68644,Abhd14a,0.9979,11,0,0,0,#N/A
Mouse,P61315,3 - unspecific,Galactose-3-O-sulfotransferase 3,G3ST3_MOUSE,no,545276,Gal3st3,0.9971,5,0,0,0,#N/A
Mouse,Q5F2L2,3 - unspecific,"Alpha-(1,3)-fucosyltransferase 10",FUT10_MOUSE,no,171167,Fut10,0.9971,2,0,0,0,#N/A
Mouse,Q9CQ75,3 - unspecific,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUA2_MOUSE,no,17991,Ndufa2,0.997,1,0,0,0,#N/A
Mouse,Q8BHT6,3 - unspecific,"Beta-1,3-glucosyltransferase",B3GLT_MOUSE,no,381694,B3galtl,0.9969,2,0,0,0,#N/A
Mouse,Q812F8,3 - unspecific,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",MGT4B_MOUSE,no,103534,Mgat4b,0.9966,8,0,0,0,#N/A
Mouse,Q8R3H7,3 - unspecific,Heparan sulfate 2-O-sulfotransferase 1,HS2ST_MOUSE,no,23908,Hs2st1,0.9966,19,0,0,0,#N/A
Mouse,Q91XA2,3 - unspecific,Golgi membrane protein 1,GOLM1_MOUSE,no,105348,Golm1,0.9966,20,0,0,0,#N/A
Mouse,Q921V5,3 - unspecific,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2_MOUSE,no,217664,Mgat2,0.9966,8,0,0,0,#N/A
Mouse,Q9EPS3,3 - unspecific,D-glucuronyl C5-epimerase,GLCE_MOUSE,no,93683,Glce,0.9966,3,0,0,0,#N/A
Mouse,Q91Y74,3 - unspecific,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",SIA4C_MOUSE,no,20443,St3gal4,0.9965,4,0,0,0,#N/A
Mouse,O54904,3 - unspecific,"Beta-1,3-galactosyltransferase 1",B3GT1_MOUSE,no,26877,B3galt1,0.9962,3,0,0,0,#N/A
Mouse,O35696,3 - unspecific,"Alpha-2,8-sialyltransferase 8B",SIA8B_MOUSE,no,20450,St8sia2,0.996,3,0,0,0,#N/A
Mouse,Q91YY2,3 - unspecific,"Beta-1,4-galactosyltransferase 3",B4GT3_MOUSE,no,57370,B4galt3,0.9953,4,0,0,0,#N/A
Mouse,P58158,3 - unspecific,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,B3GA3_MOUSE,no,72727,B3gat3,0.9951,1,0,0,0,#N/A
Mouse,Q9QXL1,3 - unspecific,Kinesin-like protein KIF21B,KI21B_MOUSE,no,16565,Kif21b,0.9946,21,0,0,0,#N/A
Mouse,O88856,3 - unspecific,Protein-tyrosine sulfotransferase 2,TPST2_MOUSE,no,22022,Tpst2,0.9928,4,0,0,0,#N/A
Mouse,Q9JME2,3 - unspecific,Carbohydrate sulfotransferase 11,CHSTB_MOUSE,no,58250,Chst11,0.9928,4,0,0,0,#N/A
Mouse,Q9CQA3,3 - unspecific,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",DHSB_MOUSE,no,67680,Sdhb,0.9914,1,0,0,0,#N/A
Mouse,Q01063,3 - unspecific,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D_MOUSE,no,238871,Pde4d,0.9876,1,0,0,0,#N/A
Mouse,Q9D620,3 - unspecific,Rab11 family-interacting protein 1,RFIP1_MOUSE,no,75767,Rab11fip1,0.9865,4,0,0,0,#N/A
Mouse,P00186,3 - unspecific,Cytochrome P450 1A2,CP1A2_MOUSE,no,13077,Cyp1a2,0.9839,3,0,0,0,#N/A
Mouse,Q91XQ0,3 - unspecific,"Dynein heavy chain 8, axonemal",DYH8_MOUSE,no,13417,Dnahc8,0.8731,1,0,0,0,#N/A
Mouse,O88477,3 - unspecific,Insulin-like growth factor 2 mRNA-binding protein 1,IF2B1_MOUSE,no,140486,Igf2bp1,1,2,0,0,0,#N/A
Mouse,P03995,3 - unspecific,Glial fibrillary acidic protein,GFAP_MOUSE,no,14580,Gfap,1,5,0,0,0,#N/A
Mouse,P07901,3 - unspecific,Heat shock protein HSP 90-alpha,HS90A_MOUSE,no,15519,Hsp90aa1,1,13,0,0,0,#N/A
Mouse,P11499,3 - unspecific,Heat shock protein HSP 90-beta,HS90B_MOUSE,no,15516,Hsp90ab1,1,14,0,0,0,#N/A
Mouse,P14115,3 - unspecific,60S ribosomal protein L27a,RL27A_MOUSE,no,26451,Rpl27a,1,17,0,0,0,#N/A
Mouse,P15864,3 - unspecific,Histone H1.2,H12_MOUSE,no,50708,Hist1h1c,1,17,0,0,0,#N/A
Mouse,P16858,3 - unspecific,Glyceraldehyde-3-phosphate dehydrogenase,G3P_MOUSE,no,14433,Gapdh,1,24,0,0,0,#N/A
Mouse,P27659,3 - unspecific,60S ribosomal protein L3,RL3_MOUSE,no,27367,Rpl3,1,14,0,0,0,#N/A
Mouse,P35980,3 - unspecific,60S ribosomal protein L18,RL18_MOUSE,no,19899,Rpl18,1,20,0,0,0,#N/A
Mouse,P43277,3 - unspecific,Histone H1.3,H13_MOUSE,no,14957,Hist1h1d,1,7,0,0,0,#N/A
Mouse,P51410,3 - unspecific,60S ribosomal protein L9,RL9_MOUSE,no,20005,Rpl9,1,20,0,0,0,#N/A
Mouse,P51880,3 - unspecific,"Fatty acid-binding protein, brain",FABP7_MOUSE,no,12140,Fabp7,1,3,0,0,0,#N/A
Mouse,P52480,3 - unspecific,Pyruvate kinase isozymes M1/M2,KPYM_MOUSE,no,18746,Pkm2,1,20,0,0,0,#N/A
Mouse,P58252,3 - unspecific,Elongation factor 2,EF2_MOUSE,no,13629,Eef2,1,17,0,0,0,#N/A
Mouse,P62317,3 - unspecific,Small nuclear ribonucleoprotein Sm D2,SMD2_MOUSE,no,107686,Snrpd2,1,3,0,0,0,#N/A
Mouse,P62821,3 - unspecific,Ras-related protein Rab-1A,RAB1A_MOUSE,no,19324,Rab1A,1,2,0,0,0,#N/A
Mouse,P63017,3 - unspecific,Heat shock cognate 71 kDa protein,HSP7C_MOUSE,no,15481,Hspa8,1,14,0,0,0,#N/A
Mouse,P63038,3 - unspecific,"60 kDa heat shock protein, mitochondrial",CH60_MOUSE,no,15510,Hspd1,1,14,0,0,0,#N/A
Mouse,P84104,3 - unspecific,"Splicing factor, arginine/serine-rich 3",SFRS3_MOUSE,no,20383,Sfrs3,1,8,0,0,0,#N/A
Mouse,P99027,3 - unspecific,60S acidic ribosomal protein P2,RLA2_MOUSE,no,67186,Rplp2,1,11,0,0,0,#N/A
Mouse,Q8CGC7,3 - unspecific,Bifunctional aminoacyl-tRNA synthetase [Includes: Glutamyl-tRNA synthetase,SYEP_MOUSE,no,107508,Eprs,1,5,0,0,0,#N/A
Mouse,Q8K2B0,3 - unspecific,Synaptonemal complex protein SC65,SC65_MOUSE,no,66180,Sc65,1,8,0,0,0,#N/A
Mouse,Q9CPR4,3 - unspecific,60S ribosomal protein L17,RL17_MOUSE,no,319195,Rpl17,1,3,0,0,0,#N/A
Mouse,Q9D8E6,3 - unspecific,60S ribosomal protein L4,RL4_MOUSE,no,67891,Rpl4,1,12,0,0,0,#N/A
Mouse,Q9DCX2,3 - unspecific,"ATP synthase subunit d, mitochondrial",ATP5H_MOUSE,no,71679,Atp5h,1,2,0,0,0,#N/A
Mouse,P09405,3 - unspecific,Nucleolin,NUCL_MOUSE,no,17975,Ncl,0.9999,10,0,0,0,#N/A
Mouse,P43274,3 - unspecific,Histone H1.4,H14_MOUSE,no,50709,Hist1h1e,0.9999,20,0,0,0,#N/A
Mouse,P62911,3 - unspecific,60S ribosomal protein L32,RL32_MOUSE,no,19951,Rpl32,0.9999,8,0,0,0,#N/A
Mouse,Q3THE2,3 - unspecific,Myosin regulatory light chain 12B,ML12B_MOUSE,no,67938,Myl12b,0.9999,1,0,0,0,#N/A
Mouse,Q6ZWV7,3 - unspecific,60S ribosomal protein L35,RL35_MOUSE,no,66489,Rpl35,0.9999,6,0,0,0,#N/A
Mouse,Q91V92,3 - unspecific,ATP-citrate synthase,ACLY_MOUSE,no,104112,Acly,0.9999,3,0,0,0,#N/A
Mouse,Q9Z2C9,3 - unspecific,Myotubularin-related protein 7,MTMR7_MOUSE,no,54384,Mtmr7,0.9994,22,0,0,0,#N/A
Mouse,P16381,3 - unspecific,Putative ATP-dependent RNA helicase Pl10,DDX3L_MOUSE,no,110957,D1Pas1,0.9992,6,0,0,0,#N/A
Mouse,P62245,3 - unspecific,40S ribosomal protein S15a,RS15A_MOUSE,no,267019,Rps15a,0.9987,6,0,0,0,#N/A
Mouse,Q9CQT2,3 - unspecific,RNA-binding protein 7,RBM7_MOUSE,no,67010,Rbm7,0.9974,1,0,0,0,#N/A
Mouse,Q9CZ42,3 - unspecific,Carbohydrate kinase domain-containing protein,CARKD_MOUSE,no,69225,Carkd,0.9973,3,0,0,0,#N/A
Mouse,Q8CG48,3 - unspecific,Structural maintenance of chromosomes protein 2,SMC2_MOUSE,no,14211,Smc2,0.9971,2,0,0,0,#N/A
Mouse,O55142,3 - unspecific,60S ribosomal protein L35a,RL35A_MOUSE,no,57808,Rpl35a,0.9966,8,0,0,0,#N/A
Mouse,P97315,3 - unspecific,Cysteine and glycine-rich protein 1,CSRP1_MOUSE,no,13007,Csrp1,0.9966,3,0,0,0,#N/A
Mouse,Q62318,3 - unspecific,Transcription intermediary factor 1-beta,TIF1B_MOUSE,no,21849,Trim28,0.9966,10,0,0,0,#N/A
Mouse,Q60930,3 - unspecific,Voltage-dependent anion-selective channel protein 2,VDAC2_MOUSE,no,22334,Vdac2,0.9959,17,0,0,0,#N/A
Mouse,Q9CQN1,3 - unspecific,"Heat shock protein 75 kDa, mitochondrial",TRAP1_MOUSE,no,68015,Trap1,0.9959,4,0,0,0,#N/A
Mouse,O09167,3 - unspecific,60S ribosomal protein L21,RL21_MOUSE,no,19933,Rpl21,0.9954,5,0,0,0,#N/A
Mouse,Q9D1M4,3 - unspecific,Eukaryotic translation elongation factor 1 epsilon-1,MCA3_MOUSE,no,66143,Eef1e1,0.9954,1,0,0,0,#N/A
Mouse,O35129,3 - unspecific,Prohibitin-2,PHB2_MOUSE,no,12034,Phb2,0.995,7,0,0,0,#N/A
Mouse,Q9ESX5,3 - unspecific,H/ACA ribonucleoprotein complex subunit 4,DKC1_MOUSE,no,245474,Dkc1,0.995,1,0,0,0,#N/A
Mouse,P06336,3 - unspecific,Ig epsilon chain C region,IGHE_MOUSE,no,0,0,0.9949,1,0,0,0,#N/A
Mouse,P60335,3 - unspecific,Poly(rC)-binding protein 1,PCBP1_MOUSE,no,23983,Pcbp1,0.9947,2,0,0,0,#N/A
Mouse,P62267,3 - unspecific,40S ribosomal protein S23,RS23_MOUSE,no,66475,Rps23,0.9941,10,0,0,0,#N/A
Mouse,P50516,3 - unspecific,V-type proton ATPase catalytic subunit A,VATA_MOUSE,no,11964,Atp6v1a,0.9938,1,0,0,0,#N/A
Mouse,Q9ESJ0,3 - unspecific,Exportin-4,XPO4_MOUSE,no,57258,Xpo4,0.9938,1,0,0,0,#N/A
Mouse,Q9D883,3 - unspecific,Splicing factor U2AF 35 kDa subunit,U2AF1_MOUSE,no,108121,U2af1,0.9912,1,0,0,0,#N/A
Mouse,Q99L45,3 - unspecific,Eukaryotic translation initiation factor 2 subunit 2,IF2B_MOUSE,no,67204,Eif2s2,0.9906,4,0,0,0,#N/A
Mouse,Q64467,3 - unspecific,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",G3PT_MOUSE,no,14447,Gapdhs,0.99,2,0,0,0,#N/A
Mouse,P50580,3 - unspecific,Proliferation-associated protein 2G4,PA2G4_MOUSE,no,18813,Pa2g4,0.9885,8,0,0,0,#N/A
Mouse,Q8CG03,3 - unspecific,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A_MOUSE,no,242202,Pde5a,0.9868,1,0,0,0,#N/A
Mouse,Q8BWT1,3 - unspecific,"3-ketoacyl-CoA thiolase, mitochondrial",THIM_MOUSE,no,52538,Acaa2,0.9817,3,0,0,0,#N/A
Mouse,A2A6M5,3 - unspecific,Calcium-binding and coiled-coil domain-containing protein 2,CACO2_MOUSE,no,76815,Calcoco2,0.9811,1,0,0,0,#N/A
Mouse,Q9D1R9,3 - unspecific,60S ribosomal protein L34,RL34_MOUSE,no,68436,Rpl34,0.98,4,0,0,0,#N/A
Mouse,A2ASS6,3 - unspecific,Titin,TITIN_MOUSE,no,22138,Ttn,0.9717,2,0,0,0,#N/A
Mouse,P62242,3 - unspecific,40S ribosomal protein S8,RS8_MOUSE,no,20116,Rps8,0.9681,14,0,0,0,#N/A
Mouse,Q8K3M5,3 - unspecific,CDK5 and ABL1 enzyme substrate 2,CABL2_MOUSE,no,252966,Cables2,0.9615,2,0,0,0,#N/A
Mouse,Q80TE4,3 - unspecific,Signal-induced proliferation-associated 1-like protein 2,SI1L2_MOUSE,no,244668,Sipa1l2,0.96,21,0,0,0,#N/A
Mouse,Q64737,3 - unspecific,Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase,PUR2_MOUSE,no,14450,Gart,0.92,4,0,0,0,#N/A
Mouse,Q99PP2,3 - unspecific,Zinc finger protein 318,ZN318_MOUSE,no,57908,Znf318,0.91,7,0,0,0,#N/A
Mouse,P42228,3 - unspecific,Signal transducer and activator of transcription 4,STAT4_MOUSE,no,20849,Stat4,0.9077,3,0,0,0,#N/A
Mouse,Q9D6Z1,3 - unspecific,Nucleolar protein 56,NOP56_MOUSE,no,67134,Nop56,0.9046,5,0,0,0,#N/A
Mouse,P17918,3 - unspecific,Proliferating cell nuclear antigen,PCNA_MOUSE,no,18538,Pcna,0.9,1,0,0,0,#N/A
Mouse,P54797,3 - unspecific,Ser/Thr-rich protein T10 in DGCR region,T10_MOUSE,no,0,T10,0.8848,3,0,0,0,#N/A
Mouse,O35134,3 - unspecific,DNA-directed RNA polymerase I subunit RPA1,RPA1_MOUSE,no,20019,Polr1a,0.88,4,0,0,0,#N/A
Mouse,Q8CFL8,3 - unspecific,Zinc finger SWIM domain-containing protein 3,ZSWM3_MOUSE,no,67538,Zswim3,0.88,1,0,0,0,#N/A
Mouse,Q7TT23,3 - unspecific,Uncharacterized protein C20orf194 homolog,CT194_MOUSE,no,228602,0,0.8766,1,0,0,0,#N/A
Mouse,P97313,3 - unspecific,DNA-dependent protein kinase catalytic subunit,PRKDC_MOUSE,no,19090,Prkdc,0.829,1,0,0,0,#N/A
Mouse,Q8C310,2 - putative,Roundabout homolog 4,ROBO4_MOUSE,no,74144,Robo4,0.9933,2,1,1,0,#N/A
Mouse,P70699,2 - putative,Lysosomal alpha-glucosidase,LYAG_MOUSE,no,14387,Gaa,1,14,1,1,0,#N/A
Mouse,A2AVZ9,2 - putative,Solute carrier family 43 member 3,S43A3_MOUSE,no,58207,Slc43a3,1,8,1,12,0,#N/A
Mouse,O35874,2 - putative,Neutral amino acid transporter A,SATT_MOUSE,no,55963,Slc1a4,1,28,1,9,0,#N/A
Mouse,O55026,2 - putative,Ectonucleoside triphosphate diphosphohydrolase 2,ENTP2_MOUSE,no,12496,Entpd2,1,18,1,1,0,#N/A
Mouse,O55192,2 - putative,Sodium-dependent noradrenaline transporter,SC6A2_MOUSE,no,20538,Slc6a2,1,4,1,12,0,#N/A
Mouse,O70472,2 - putative,Transmembrane protein 131,TM131_MOUSE,no,56030,Tmem131,1,5,1,2,0,#N/A
Mouse,O88627,2 - putative,Sodium/nucleoside cotransporter 2,S28A2_MOUSE,no,269346,Slc28a2,1,9,1,13,0,#N/A
Mouse,P01849,2 - putative,T-cell receptor alpha chain C region,TCA_MOUSE,no,0,0,1,3,1,1,0,#N/A
Mouse,P01851,2 - putative,T-cell receptor beta-2 chain C region,TCB2_MOUSE,no,0,0,1,4,1,1,0,#N/A
Mouse,P01895,2 - putative,"H-2 class I histocompatibility antigen, alpha chain",HA1Y_MOUSE,no,14964,H2-D1,1,3,1,1,0,#N/A
Mouse,P04227,2 - putative,"H-2 class II histocompatibility antigen, A-Q alpha chain",HA2Q_MOUSE,no,14960,H2-Aa,1,1,1,1,0,#N/A
Mouse,P13808,2 - putative,Anion exchange protein 2,B3A2_MOUSE,no,20535,Slc4a2,1,2,1,13,0,#N/A
Mouse,P28571,2 - putative,Sodium- and chloride-dependent glycine transporter 1,SC6A9_MOUSE,no,14664,Slc6a9,1,9,1,12,0,#N/A
Mouse,P31650,2 - putative,Sodium- and chloride-dependent GABA transporter 3,S6A11_MOUSE,no,243616,Slc6a11,1,5,1,11,0,#N/A
Mouse,P32037,2 - putative,"Solute carrier family 2, facilitated glucose transporter member 3",GTR3_MOUSE,no,20527,Slc2a3,1,29,1,11,0,#N/A
Mouse,P41155,2 - putative,Lymphotoxin-beta,TNFC_MOUSE,no,16994,Ltb,1,3,1,1,0,#N/A
Mouse,P41233,2 - putative,ATP-binding cassette sub-family A member 1,ABCA1_MOUSE,no,11303,Abca1,1,21,1,14,0,#N/A
Mouse,P41234,2 - putative,ATP-binding cassette sub-family A member 2,ABCA2_MOUSE,no,11305,Abca2,1,6,1,14,0,#N/A
Mouse,P41274,2 - putative,Tumor necrosis factor ligand superfamily member 9,TNFL9_MOUSE,no,21950,Tnfsf9,1,1,1,1,0,#N/A
Mouse,P43006,2 - putative,Excitatory amino acid transporter 2,EAA2_MOUSE,no,20511,Slc1a2,1,16,1,9,0,#N/A
Mouse,P47801,2 - putative,Epithelial membrane protein 1,EMP1_MOUSE,no,13730,Emp1,1,16,1,3,0,#N/A
Mouse,P51830,2 - putative,Adenylate cyclase type 9,ADCY9_MOUSE,no,11515,Adcy9,1,17,1,12,0,#N/A
Mouse,P51906,2 - putative,Excitatory amino acid transporter 3,EAA3_MOUSE,no,20510,Slc1a1,1,1,1,10,0,#N/A
Mouse,P55012,2 - putative,Solute carrier family 12 member 2,S12A2_MOUSE,no,20496,Slc12a2,1,26,1,12,0,#N/A
Mouse,P56564,2 - putative,Excitatory amino acid transporter 1,EAA1_MOUSE,no,20512,Slc1a3,1,17,1,7,0,#N/A
Mouse,P56677,2 - putative,Suppressor of tumorigenicity 14 protein homolog,ST14_MOUSE,no,19143,St14,1,17,1,1,0,#N/A
Mouse,Q3TWI9,2 - putative,Transmembrane protein 63B,TM63B_MOUSE,no,224807,Tmem63b,1,18,1,11,0,#N/A
Mouse,Q3UHH2,2 - putative,Solute carrier family 22 member 23,S22AN_MOUSE,no,73102,Slc22a23,1,10,1,11,0,#N/A
Mouse,Q3UHK6,2 - putative,Teneurin-4,TEN4_MOUSE,no,23966,Odz4,1,21,1,1,0,#N/A
Mouse,Q3UP23,2 - putative,Transmembrane protein 26,TMM26_MOUSE,no,327766,Tmem26,1,8,1,7,0,#N/A
Mouse,Q5FWI3,2 - putative,Transmembrane protein 2,TMEM2_MOUSE,no,83921,Tmem2,1,29,1,1,0,#N/A
Mouse,Q5XF89,2 - putative,Probable cation-transporting ATPase 13A3,AT133_MOUSE,no,224088,Atp13a3,1,20,1,11,0,#N/A
Mouse,Q60660,2 - putative,Killer cell lectin-like receptor 2,KLRA2_MOUSE,no,16633,Klra2,1,4,1,1,0,#N/A
Mouse,Q61115,2 - putative,Protein patched homolog 1,PTC1_MOUSE,no,19206,Ptch1,1,6,1,12,0,#N/A
Mouse,Q62273,2 - putative,Sulfate transporter,S26A2_MOUSE,no,13521,Slc26a2,1,15,1,12,0,#N/A
Mouse,Q64302,2 - putative,Transmembrane 4 L6 family member 1,T4S1_MOUSE,no,17112,Tm4sf1,1,8,1,4,0,#N/A
Mouse,Q68FD9,2 - putative,UPF0606 protein KIAA1549,K1549_MOUSE,no,330286,Kiaa1549,1,13,1,2,0,#N/A
Mouse,Q69ZQ1,2 - putative,Uncharacterized family 31 glucosidase KIAA1161,K1161_MOUSE,no,329828,Kiaa1161,1,15,1,1,0,#N/A
Mouse,Q6P2L7,2 - putative,Protein CASC4,CASC4_MOUSE,no,319996,Casc4,1,15,1,1,0,#N/A
Mouse,Q80UW0,2 - putative,Heparan-sulfate 6-O-sulfotransferase 2,H6ST2_MOUSE,no,50786,Hs6st2,1,1,1,2,0,#N/A
Mouse,Q80V26,2 - putative,Inositol monophosphatase 3,IMPA3_MOUSE,no,242291,Impad1,1,11,1,1,0,#N/A
Mouse,Q80WG5,2 - putative,Leucine-rich repeat-containing protein 8A,LRC8A_MOUSE,no,241296,Lrrc8a,1,10,1,4,0,#N/A
Mouse,Q80X71,2 - putative,Transmembrane protein 106B,T106B_MOUSE,no,71900,Tmem106b,1,14,1,1,0,#N/A
Mouse,Q8BFZ2,2 - putative,Lipid phosphate phosphatase-related protein type 1,LPPR1_MOUSE,no,0,Lppr1,1,2,1,6,0,#N/A
Mouse,Q8BG16,2 - putative,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT73,S6A15_MOUSE,no,103098,Slc6a15,1,2,1,12,0,#N/A
Mouse,Q8BS35,2 - putative,Transmembrane protein 195,TM195_MOUSE,no,319660,Tmem195,1,1,1,6,0,#N/A
Mouse,Q8BSM7,2 - putative,Large neutral amino acids transporter small subunit 3,LAT3_MOUSE,no,72401,Slc43a1,1,20,1,12,0,#N/A
Mouse,Q8BY89,2 - putative,Choline transporter-like protein 2,CTL2_MOUSE,no,68682,Slc44a2,1,31,1,11,0,#N/A
Mouse,Q8BYI8,2 - putative,Uncharacterized protein KIAA1467,K1467_MOUSE,no,74525,Kiaa1467,1,12,1,1,0,#N/A
Mouse,Q8C0Z1,2 - putative,Protein ITFG3,ITFG3_MOUSE,no,106581,Itfg3,1,29,1,1,0,#N/A
Mouse,Q8CBX0,2 - putative,Transmembrane protein 63C,TM63C_MOUSE,no,217733,Tmem63c,1,1,1,9,0,#N/A
Mouse,Q8CJ91,2 - putative,CD209 antigen-like protein B,C209B_MOUSE,no,69165,Cd209b,1,3,1,1,0,#N/A
Mouse,Q8K0E3,2 - putative,Sodium/myo-inositol cotransporter 2,SC5AB_MOUSE,no,233836,Slc5a11,1,6,1,14,0,#N/A
Mouse,Q8K385,2 - putative,Ferric-chelate reductase 1,FRRS1_MOUSE,no,20321,FRRS1,1,12,1,6,0,#N/A
Mouse,Q8K4Q8,2 - putative,Collectin-12,COL12_MOUSE,no,140792,Colec12,1,16,1,1,0,#N/A
Mouse,Q8QZW3,2 - putative,Protein FAM151A,F151A_MOUSE,no,230579,Fam151a,1,1,1,1,0,#N/A
Mouse,Q8R502,2 - putative,Leucine-rich repeat-containing protein 8C,LRC8C_MOUSE,no,100604,Lrrc8c,1,5,1,4,0,#N/A
Mouse,Q8VBW1,2 - putative,Sodium- and chloride-dependent creatine transporter 1,SC6A8_MOUSE,no,102857,Slc6a8,1,14,1,12,0,#N/A
Mouse,Q8VEK0,2 - putative,Cell cycle control protein 50A,CC50A_MOUSE,no,69981,Tmem30a,1,8,1,2,0,#N/A
Mouse,Q91W10,2 - putative,Zinc transporter ZIP8,S39A8_MOUSE,no,67547,Slc39a8,1,1,1,6,0,#N/A
Mouse,Q91W98,2 - putative,Solute carrier family 15 member 4,S15A4_MOUSE,no,100561,Slc15a4,1,8,1,11,0,#N/A
Mouse,Q91YT8,2 - putative,Transmembrane protein 63A,TM63A_MOUSE,no,208795,Tmem63a,1,4,1,11,0,#N/A
Mouse,Q921V7,2 - putative,Choline transporter-like protein 3,CTL3_MOUSE,no,213603,Slc44a3,1,1,1,8,0,#N/A
Mouse,Q9CQ88,2 - putative,Tetraspanin-31,TSN31_MOUSE,no,67125,Tspan31,1,22,1,4,0,#N/A
Mouse,Q9CQX5,2 - putative,Claudin domain-containing protein 1,CLDN1_MOUSE,no,224250,Cldnd1,1,28,1,4,0,#N/A
Mouse,Q9CZR2,2 - putative,N-acetylated-alpha-linked acidic dipeptidase 2,NALD2_MOUSE,no,72560,Naalad2,1,2,1,1,0,#N/A
Mouse,Q9D771,2 - putative,Transmembrane protein 206,TM206_MOUSE,no,66950,Tmem206,1,12,1,2,0,#N/A
Mouse,Q9DBP0,2 - putative,Sodium-dependent phosphate transport protein 2B,NPT2B_MOUSE,no,20531,Slc34a2,1,3,1,9,0,#N/A
Mouse,Q9ES07,2 - putative,Solute carrier family 15 member 2,S15A2_MOUSE,no,57738,Slc15a2,1,4,1,12,0,#N/A
Mouse,Q9JJX6,2 - putative,P2X purinoceptor 4,P2RX4_MOUSE,no,18438,P2rx4,1,15,1,2,0,#N/A
Mouse,Q9JKZ2,2 - putative,Sodium/myo-inositol cotransporter,SC5A3_MOUSE,no,53881,Slc5a3,1,23,1,13,0,#N/A
Mouse,Q9JMI0,2 - putative,Endothelin-converting enzyme-like 1,ECEL1_MOUSE,no,13599,Ecel1,1,1,1,1,0,#N/A
Mouse,Q9WTS6,2 - putative,Teneurin-3,TEN3_MOUSE,no,23965,Odz3,1,19,1,1,0,#N/A
Mouse,Q9Z306,2 - putative,Solute carrier family 22 member 4,S22A4_MOUSE,no,30805,Slc22a4,1,1,1,11,0,#N/A
Mouse,P11370,2 - putative,Retrovirus-related Env polyprotein from Fv-4 locus,ENV2_MOUSE,no,14352,Fv4,0.9997,4,1,1,0,#N/A
Mouse,Q6ZQE4,2 - putative,Transmembrane protein 194A,T194A_MOUSE,no,210035,Tmem194a,0.9979,7,1,6,0,#N/A
Mouse,Q80XL7,2 - putative,Metallophosphoesterase 1,MPPE1_MOUSE,no,225651,Mppe1,0.9979,2,1,2,0,#N/A
Mouse,Q8BG19,2 - putative,Transmembrane and TPR repeat-containing protein 4,TMTC4_MOUSE,no,70551,Tmtc4,0.9979,4,1,12,0,#N/A
Mouse,Q8BHG3,2 - putative,Cell cycle control protein 50B,CC50B_MOUSE,no,238257,Tmem30b,0.9979,1,1,2,0,#N/A
Mouse,Q8BX35,2 - putative,Tumor necrosis factor receptor superfamily member 27,TNR27_MOUSE,no,245527,Eda2r,0.9979,2,1,1,0,#N/A
Mouse,Q9D7N9,2 - putative,Adipocyte plasma membrane-associated protein,APMAP_MOUSE,no,71881,Apmap,0.9979,11,1,1,0,#N/A
Mouse,Q9Z1X2,2 - putative,Phosphatidylserine synthase 2,PTSS2_MOUSE,no,27388,Ptdss2,0.9979,3,1,9,0,#N/A
Mouse,O55017,2 - putative,Voltage-dependent N-type calcium channel subunit alpha-1B,CAC1B_MOUSE,no,12287,Cacna1b,0.9973,1,1,23,0,#N/A
Mouse,Q6NXK7,2 - putative,Inactive dipeptidyl peptidase 10,DPP10_MOUSE,no,269109,Dpp10,0.9973,1,1,1,0,#N/A
Mouse,Q8R420,2 - putative,ATP-binding cassette sub-family A member 3,ABCA3_MOUSE,no,27410,Abca3,0.9973,2,1,12,0,#N/A
